CODE,NAME
C1535,미사2동
C1536,포곡읍
C1537,모현면
C1538,남사면
C1539,이동면
C1540,원삼면
C1541,백암면
C1542,양지면
C1543,중앙동
C1544,역삼동
C1545,유림동
C1546,동부동
C1547,신갈동
C1548,영덕동
C1549,구갈동
C1550,상갈동
C1551,기흥동
C1552,서농동
C1553,구성동
C1554,마북동
C1555,동백동
C1556,상하동
C1557,보정동
C1558,풍덕천1동
C1559,풍덕천2동
C1560,신봉동
C1561,죽전1동
C1562,죽전2동
C1563,동천동
C1564,상현1동
C1565,상현2동
C1566,성복동
C1567,문산읍
C1568,파주읍
C1569,법원읍
C1570,조리읍
C1571,월롱면
C1572,탄현면
C1573,광탄면
C1574,파평면
C1575,적성면
C1576,군내면
C1577,장단면
C1578,진동면
C1579,진서면
C1580,금촌1동
C1581,금촌2동
C1582,금촌3동
C1583,교하동
C1584,운정1동
C1585,운정2동
C1586,운정3동
C1587,장호원읍
C1588,부발읍
C1589,신둔면
C1590,백사면
C1591,호법면
C1592,마장면
C1593,대월면
C1594,모가면
C1595,설성면
C1596,율면
C1597,창전동
C1598,증포동
C1599,중리동
C1600,관고동
C1601,공도읍
C1602,보개면
C1603,금광면
C1604,서운면
C1605,미양면
C1606,대덕면
C1607,양성면
C1608,원곡면
C1609,일죽면
C1610,죽산면
C1611,삼죽면
C1612,고삼면
C1613,안성1동
C1614,안성2동
C1615,안성3동
C1616,통진읍
C1617,고촌읍
C1618,양촌읍
C1619,대곶면
C1620,월곶면
C1621,하성면
C1622,김포본동
C1623,장기본동
C1624,사우동
C1625,풍무동
C1626,장기동
C1627,구래동
C1628,운양동
C1629,봉담읍
C1630,우정읍
C1631,향남읍
C1632,남양읍
C1633,매송면
C1634,비봉면
C1635,마도면
C1636,송산면
C1637,서신면
C1638,팔탄면
C1639,장안면
C1640,양감면
C1641,정남면
C1642,동탄면
C1643,진안동
C1644,병점1동
C1645,병점2동
C1646,반월동
C1647,기배동
C1648,화산동
C1649,동탄1동
C1650,동탄2동
C1651,동탄3동
C1652,동탄4동
C1653,오포읍
C1654,초월읍
C1655,곤지암읍
C1656,도척면
C1657,퇴촌면
C1658,남종면
C1659,남한산성면
C1660,경안동
C1661,송정동
C1662,광남동
C1663,백석읍
C1664,은현면
C1665,남면
C1666,광적면
C1667,장흥면
C1668,양주1동
C1669,양주2동
C1670,회천1동
C1671,회천2동
C1672,회천3동
C1673,회천4동
C1674,소흘읍
C1675,군내면
C1676,내촌면
C1677,가산면
C1678,신북면
C1679,창수면
C1680,영중면
C1681,일동면
C1682,이동면
C1683,영북면
C1684,관인면
C1685,화현면
C1686,포천동
C1687,선단동
C1688,가남읍
C1689,점동면
C1690,흥천면
C1691,금사면
C1692,능서면
C1693,대신면
C1694,북내면
C1695,강천면
C1696,산북면
C1697,여흥동
C1698,중앙동
C1699,오학동
C1700,연천읍
C1701,전곡읍
C1702,군남면
C1703,청산면
C1704,백학면
C1705,미산면
C1706,왕징면
C1707,신서면
C1708,중면
C1709,장남면
C1710,가평읍
C1711,설악면
C1712,청평면
C1713,상면
C1714,조종면
C1715,북면
C1716,양평읍
C1717,강상면
C1718,강하면
C1719,양서면
C1720,옥천면
C1721,서종면
C1722,단월면
C1723,청운면
C1724,양동면
C1725,지평면
C1726,용문면
C1727,개군면
C1728,신북읍
C1729,동면
C1730,동산면
C1731,신동면
C1732,남면
C1733,서면
C1734,사북면
C1735,북산면
C1736,동내면
C1737,남산면
C1738,교동
C1739,조운동
C1740,약사명동
C1741,근화동
C1742,소양동
C1743,후평1동
C1744,후평2동
C1745,후평3동
C1746,효자1동
C1747,효자2동
C1748,효자3동
C1749,석사동
C1750,퇴계동
C1751,강남동
C1752,신사우동
C1753,문막읍
C1754,소초면
C1755,호저면
C1756,지정면
C1757,부론면
C1758,귀래면
C1759,흥업면
C1760,판부면
C1761,신림면
C1762,중앙동
C1763,원인동
C1764,개운동
C1765,명륜1동
C1766,명륜2동
C1767,단구동
C1768,일산동
C1769,학성동
C1770,단계동
C1771,우산동
C1772,태장1동
C1773,태장2동
C1774,봉산동
C1775,행구동
C1776,무실동
C1777,반곡관설동
C1778,주문진읍
C1779,성산면
C1780,왕산면
C1781,구정면
C1782,강동면
C1783,옥계면
C1784,사천면
C1785,연곡면
C1786,홍제동
C1787,중앙동
C1788,옥천동
C1789,교1동
C1790,교2동
C1791,포남1동
C1792,포남2동
C1793,초당동
C1794,송정동
C1795,내곡동
C1796,강남동
C1797,성덕동
C1798,경포동
C1799,천곡동
C1800,송정동
C1801,북삼동
C1802,부곡동
C1803,동호동
C1804,발한동
C1805,묵호동
C1806,북평동
C1807,망상동
C1808,삼화동
C1809,황지동
C1810,황연동
C1811,삼수동
C1812,상장동
C1813,문곡소도동
C1814,장성동
C1815,구문소동
C1816,철암동
C1817,영랑동
C1818,동명동
C1819,금호동
C1820,교동
C1821,노학동
C1822,조양동
C1823,청호동
C1824,대포동
C1825,도계읍
C1826,원덕읍
C1827,근덕면
C1828,하장면
C1829,노곡면
C1830,미로면
C1831,가곡면
C1832,신기면
C1833,남양동
C1834,교동
C1835,정라동
C1836,성내동
C1837,홍천읍
C1838,화촌면
C1839,두촌면
C1840,내촌면
C1841,서석면
C1842,동면
C1843,남면
C1844,서면
C1845,북방면
C1846,내면
C1847,횡성읍
C1848,우천면
C1849,안흥면
C1850,둔내면
C1851,갑천면
C1852,청일면
C1853,공근면
C1854,서원면
C1855,강림면
C1856,영월읍
C1857,상동읍
C1858,중동면
C1859,김삿갓면
C1860,북면
C1861,남면
C1862,한반도면
C1863,주천면
C1864,무릉도원면
C1865,평창읍
C1866,미탄면
C1867,방림면
C1868,대화면
C1869,봉평면
C1870,용평면
C1871,진부면
C1872,대관령면
C1873,정선읍
C1874,고한읍
C1875,사북읍
C1876,신동읍
C1877,남면
C1878,북평면
C1879,임계면
C1880,화암면
C1881,여량면
C1882,철원읍
C1883,김화읍
C1884,갈말읍
C1885,동송읍
C1886,서면
C1887,근남면
C1888,근북면
C1889,근동면
C1890,원동면
C1891,원남면
C1892,임남면
C1893,화천읍
C1894,간동면
C1895,하남면
C1896,상서면
C1897,사내면
C1898,양구읍
C1899,남면
C1900,동면
C1901,방산면
C1902,해안면
C1903,인제읍
C1904,남면
C1905,북면
C1906,기린면
C1907,서화면
C1908,상남면
C1909,간성읍
C1910,거진읍
C1911,현내면
C1912,죽왕면
C1913,토성면
C1914,수동면
C1915,양양읍
C1916,서면
C1917,손양면
C1918,현북면
C1919,현남면
C1920,강현면
C1921,낭성면
C1922,미원면
C1923,가덕면
C1924,남일면
C1925,문의면
C1926,중앙동
C1927,성안동
C1928,탑대성동
C1929,영운동
C1930,금천동
C1931,용담.명암.산성동
C1932,용암1동
C1933,용암2동
C1934,남이면
C1935,현도면
C1936,사직1동
C1937,사직2동
C1938,사창동
C1939,모충동
C1940,산남동
C1941,분평동
C1942,수곡1동
C1943,수곡2동
C1944,성화.개신.죽림동
C1945,오송읍
C1946,강내면
C1947,옥산면
C1948,운천.신봉동
C1949,복대1동
C1950,복대2동
C1951,가경동
C1952,봉명1동
C1953,봉명2.송정동
C1954,강서제1동
C1955,강서제2동
C1956,내수읍
C1957,오창읍
C1958,북이면
C1959,우암동
C1960,내덕1동
C1961,내덕2동
C1962,율량.사천동
C1963,오근장동
C1964,주덕읍
C1965,살미면
C1966,수안보면
C1967,대소원면
C1968,신니면
C1969,노은면
C1970,앙성면
C1971,중앙탑면
C1972,금가면
C1973,동량면
C1974,산척면
C1975,엄정면
C1976,소태면
C1977,성내.충인동
C1978,교현.안림동
C1979,교현2동
C1980,용산동
C1981,지현동
C1982,문화동
C1983,호암.직동
C1984,달천동
C1985,봉방동
C1986,칠금.금릉동
C1987,연수동
C1988,목행.용탄동
C1989,봉양읍
C1990,금성면
C1991,청풍면
C1992,수산면
C1993,덕산면
C1994,한수면
C1995,백운면
C1996,송학면
C1997,교동
C1998,의림지동
C1999,중앙동
C2000,남현동
C2001,영서동
C2002,용두동
C2003,신백동
C2004,청전동
C2005,화산동
C2006,보은읍
C2007,속리산면
C2008,장안면
C2009,마로면
C2010,탄부면
C2011,삼승면
C2012,수한면
C2013,회남면
C2014,회인면
C2015,내북면
C2016,산외면
C2017,옥천읍
C2018,동이면
C2019,안남면
C2020,안내면
C2021,청성면
C2022,청산면
C2023,이원면
C2024,군서면
C2025,군북면
C2026,영동읍
C2027,용산면
C2028,황간면
C2029,추풍령면
C2030,매곡면
C2031,상촌면
C2032,양강면
C2033,용화면
C2034,학산면
C2035,양산면
C2036,심천면
C2037,증평읍
C2038,도안면
C2039,진천읍
C2040,덕산면
C2041,초평면
C2042,문백면
C2043,백곡면
C2044,이월면
C2045,광혜원면
C2046,괴산읍
C2047,감물면
C2048,장연면
C2049,연풍면
C2050,칠성면
C2051,문광면
C2052,청천면
C2053,청안면
C2054,사리면
C2055,소수면
C2056,불정면
C2057,음성읍
C2058,금왕읍
C2059,소이면
C2060,원남면
C2061,맹동면
C2062,대소면
C2063,삼성면
C2064,생극면
C2065,감곡면
C2066,단양읍
C2067,매포읍
C2068,대강면
C2069,가곡면
C2070,영춘면
C2071,어상천면
C2072,적성면
C2073,단성면
C2074,목천읍
C2075,풍세면
C2076,광덕면
C2077,북면
C2078,성남면
C2079,수신면
C2080,병천면
C2081,동면
C2082,중앙동
C2083,문성동
C2084,원성1동
C2085,원성2동
C2086,봉명동
C2087,일봉동
C2088,신방동
C2089,청룡동
C2090,신안동
C2091,성환읍
C2092,성거읍
C2093,직산읍
C2094,입장면
C2095,성정1동
C2096,성정2동
C2097,쌍용1동
C2098,쌍용2동
C2099,쌍용3동
C2100,백석동
C2101,불당동
C2102,부성1동
C2103,부성2동
C2104,유구읍
C2105,이인면
C2106,탄천면
C2107,계룡면
C2108,반포면
C2109,의당면
C2110,정안면
C2111,우성면
C2112,사곡면
C2113,신풍면
C2114,중학동
C2115,웅진동
C2116,금학동
C2117,옥룡동
C2118,신관동
C2119,월송동
C2120,웅천읍
C2121,주포면
C2122,오천면
C2123,천북면
C2124,청소면
C2125,청라면
C2126,남포면
C2127,주산면
C2128,미산면
C2129,성주면
C2130,주교면
C2131,대천1동
C2132,대천2동
C2133,대천3동
C2134,대천4동
C2135,대천5동
C2136,염치읍
C2137,배방읍
C2138,송악면
C2139,탕정면
C2140,음봉면
C2141,둔포면
C2142,영인면
C2143,인주면
C2144,선장면
C2145,도고면
C2146,신창면
C2147,온양1동
C2148,온양2동
C2149,온양3동
C2150,온양4동
C2151,온양5동
C2152,온양6동
C2153,대산읍
C2154,인지면
C2155,부석면
C2156,팔봉면
C2157,지곡면
C2158,성연면
C2159,음암면
C2160,운산면
C2161,해미면
C2162,고북면
C2163,부춘동
C2164,동문1동
C2165,동문2동
C2166,수석동
C2167,석남동
C2168,강경읍
C2169,연무읍
C2170,성동면
C2171,광석면
C2172,노성면
C2173,상월면
C2174,부적면
C2175,연산면
C2176,벌곡면
C2177,양촌면
C2178,가야곡면
C2179,은진면
C2180,채운면
C2181,취암동
C2182,부창동
C2183,두마면
C2184,엄사면
C2185,신도안면
C2186,금암동
C2187,합덕읍
C2188,송악읍
C2189,고대면
C2190,석문면
C2191,대호지면
C2192,정미면
C2193,면천면
C2194,순성면
C2195,우강면
C2196,신평면
C2197,송산면
C2198,당진1동
C2199,당진2동
C2200,당진3동
C2201,금산읍
C2202,금성면
C2203,제원면
C2204,부리면
C2205,군북면
C2206,남일면
C2207,남이면
C2208,진산면
C2209,복수면
C2210,추부면
C2211,부여읍
C2212,규암면
C2213,은산면
C2214,외산면
C2215,내산면
C2216,구룡면
C2217,홍산면
C2218,옥산면
C2219,남면
C2220,충화면
C2221,양화면
C2222,임천면
C2223,장암면
C2224,세도면
C2225,석성면
C2226,초촌면
C2227,장항읍
C2228,서천읍
C2229,마서면
C2230,화양면
C2231,기산면
C2232,한산면
C2233,마산면
C2234,시초면
C2235,문산면
C2236,판교면
C2237,종천면
C2238,비인면
C2239,서면
C2240,청양읍
C2241,운곡면
C2242,대치면
C2243,정산면
C2244,목면
C2245,청남면
C2246,장평면
C2247,남양면
C2248,화성면
C2249,비봉면
C2250,홍성읍
C2251,광천읍
C2252,홍북읍
C2253,금마면
C2254,홍동면
C2255,장곡면
C2256,은하면
C2257,결성면
C2258,서부면
C2259,갈산면
C2260,구항면
C2261,예산읍
C2262,삽교읍
C2263,대술면
C2264,신양면
C2265,광시면
C2266,대흥면
C2267,응봉면
C2268,덕산면
C2269,봉산면
C2270,고덕면
C2271,신암면
C2272,오가면
C2273,태안읍
C2274,안면읍
C2275,고남면
C2276,남면
C2277,근흥면
C2278,소원면
C2279,원북면
C2280,이원면
C2281,중앙동
C2282,풍남동
C2283,노송동
C2284,완산동
C2285,동서학동
C2286,서서학동
C2287,중화산1동
C2288,중화산2동
C2289,서신동
C2290,평화1동
C2291,평화2동
C2292,삼천1동
C2293,삼천2동
C2294,삼천3동
C2295,효자1동
C2296,효자2동
C2297,효자3동
C2298,효자4동
C2299,진북동
C2300,인후1동
C2301,인후2동
C2302,인후3동
C2303,덕진동
C2304,금암1동
C2305,금암2동
C2306,팔복동
C2307,우아1동
C2308,우아2동
C2309,호성동
C2310,송천1동
C2311,송천2동
C2312,조촌동
C2313,동산동
C2314,옥구읍
C2315,옥산면
C2316,회현면
C2317,임피면
C2318,서수면
C2319,대야면
C2320,개정면
C2321,성산면
C2322,나포면
C2323,옥도면
C2324,옥서면
C2325,해신동
C2326,월명동
C2327,신풍동
C2328,삼학동
C2329,중앙동
C2330,흥남동
C2331,조촌동
C2332,경암동
C2333,구암동
C2334,개정동
C2335,수송동
C2336,나운1동
C2337,나운2동
C2338,나운3동
C2339,소룡동
C2340,미성동
C2341,함열읍
C2342,오산면
C2343,황등면
C2344,함라면
C2345,웅포면
C2346,성당면
C2347,용안면
C2348,낭산면
C2349,망성면
C2350,여산면
C2351,금마면
C2352,왕궁면
C2353,춘포면
C2354,삼기면
C2355,용동면
C2356,중앙동
C2357,평화동
C2358,인화동
C2359,동산동
C2360,마동
C2361,남중동
C2362,모현동
C2363,송학동
C2364,영등1동
C2365,영등2동
C2366,어양동
C2367,신동
C2368,팔봉동
C2369,삼성동
C2370,신태인읍
C2371,북면
C2372,입암면
C2373,소성면
C2374,고부면
C2375,영원면
C2376,덕천면
C2377,이평면
C2378,정우면
C2379,태인면
C2380,감곡면
C2381,옹동면
C2382,칠보면
C2383,산내면
C2384,산외면
C2385,수성동
C2386,장명동
C2387,내장상동
C2388,시기동
C2389,초산동
C2390,연지동
C2391,농소동
C2392,상교동
C2393,운봉읍
C2394,주천면
C2395,수지면
C2396,송동면
C2397,주생면
C2398,금지면
C2399,대강면
C2400,대산면
C2401,사매면
C2402,덕과면
C2403,보절면
C2404,산동면
C2405,이백면
C2406,아영면
C2407,산내면
C2408,인월면
C2409,동충동
C2410,죽항동
C2411,노암동
C2412,금동
C2413,왕정동
C2414,향교동
C2415,도통동
C2416,만경읍
C2417,죽산면
C2418,백산면
C2419,용지면
C2420,백구면
C2421,부량면
C2422,공덕면
C2423,청하면
C2424,성덕면
C2425,진봉면
C2426,금구면
C2427,봉남면
C2428,황산면
C2429,금산면
C2430,광활면
C2431,요촌동
C2432,신풍동
C2433,검산동
C2434,교월동
C2435,삼례읍
C2436,봉동읍
C2437,용진읍
C2438,상관면
C2439,이서면
C2440,소양면
C2441,구이면
C2442,고산면
C2443,비봉면
C2444,운주면
C2445,화산면
C2446,동상면
C2447,경천면
C2448,진안읍
C2449,용담면
C2450,안천면
C2451,동향면
C2452,상전면
C2453,백운면
C2454,성수면
C2455,마령면
C2456,부귀면
C2457,정천면
C2458,주천면
C2459,무주읍
C2460,무풍면
C2461,설천면
C2462,적상면
C2463,안성면
C2464,부남면
C2465,장수읍
C2466,산서면
C2467,번암면
C2468,장계면
C2469,천천면
C2470,계남면
C2471,계북면
C2472,임실읍
C2473,청웅면
C2474,운암면
C2475,신평면
C2476,성수면
C2477,오수면
C2478,신덕면
C2479,삼계면
C2480,관촌면
C2481,강진면
C2482,덕치면
C2483,지사면
C2484,순창읍
C2485,인계면
C2486,동계면
C2487,풍산면
C2488,금과면
C2489,팔덕면
C2490,쌍치면
C2491,복흥면
C2492,적성면
C2493,유등면
C2494,구림면
C2495,고창읍
C2496,고수면
C2497,아산면
C2498,무장면
C2499,공음면
C2500,상하면
C2501,해리면
C2502,성송면
C2503,대산면
C2504,심원면
C2505,흥덕면
C2506,성내면
C2507,신림면
C2508,부안면
C2509,부안읍
C2510,주산면
C2511,동진면
C2512,행안면
C2513,계화면
C2514,보안면
C2515,변산면
C2516,진서면
C2517,백산면
C2518,상서면
C2519,하서면
C2520,줄포면
C2521,위도면
C2522,용당1동
C2523,용당2동
C2524,연동
C2525,산정동
C2526,연산동
C2527,원산동
C2528,대성동
C2529,목원동
C2530,동명동
C2531,삼학동
C2532,만호동
C2533,유달동
C2534,죽교동
C2535,북항동
C2536,용해동
C2537,이로동
C2538,상동
C2539,하당동
C2540,신흥동
C2541,삼향동
C2542,옥암동
C2543,부흥동
C2544,부주동
C2545,돌산읍
C2546,소라면
C2547,율촌면
C2548,화양면
C2549,남면
C2550,화정면
C2551,삼산면
C2552,동문동
C2553,한려동
C2554,중앙동
C2555,충무동
C2556,광림동
C2557,서강동
C2558,대교동
C2559,국동
C2560,월호동
C2561,여서동
C2562,문수동
C2563,미평동
C2564,둔덕동
C2565,만덕동
C2566,쌍봉동
C2567,시전동
C2568,여천동
C2569,주삼동
C2570,삼일동
C2571,묘도동
C2572,승주읍
C2573,해룡면
C2574,서면
C2575,황전면
C2576,월등면
C2577,주암면
C2578,송광면
C2579,외서면
C2580,낙안면
C2581,별량면
C2582,상사면
C2583,향동
C2584,매곡동
C2585,삼산동
C2586,조곡동
C2587,덕연동
C2588,풍덕동
C2589,남제동
C2590,저전동
C2591,장천동
C2592,중앙동
C2593,도사동
C2594,왕조1동
C2595,왕조2동
C2596,남평읍
C2597,세지면
C2598,왕곡면
C2599,반남면
C2600,공산면
C2601,동강면
C2602,다시면
C2603,문평면
C2604,노안면
C2605,금천면
C2606,산포면
C2607,다도면
C2608,봉황면
C2609,송월동
C2610,영강동
C2611,금남동
C2612,성북동
C2613,영산동
C2614,이창동
C2615,빛가람동
C2616,광양읍
C2617,봉강면
C2618,옥룡면
C2619,옥곡면
C2620,진상면
C2621,진월면
C2622,다압면
C2623,골약동
C2624,중마동
C2625,광영동
C2626,금호동
C2627,태인동
C2628,담양읍
C2629,봉산면
C2630,고서면
C2631,남면
C2632,창평면
C2633,대덕면
C2634,무정면
C2635,금성면
C2636,용면
C2637,월산면
C2638,수북면
C2639,대전면
C2640,곡성읍
C2641,오곡면
C2642,삼기면
C2643,석곡면
C2644,목사동면
C2645,죽곡면
C2646,고달면
C2647,옥과면
C2648,입면
C2649,겸면
C2650,오산면
C2651,구례읍
C2652,문척면
C2653,간전면
C2654,토지면
C2655,마산면
C2656,광의면
C2657,용방면
C2658,산동면
C2659,고흥읍
C2660,도양읍
C2661,풍양면
C2662,도덕면
C2663,금산면
C2664,도화면
C2665,포두면
C2666,봉래면
C2667,점암면
C2668,과역면
C2669,남양면
C2670,동강면
C2671,대서면
C2672,두원면
C2673,영남면
C2674,동일면
C2675,보성읍
C2676,벌교읍
C2677,노동면
C2678,미력면
C2679,겸백면
C2680,율어면
C2681,복내면
C2682,문덕면
C2683,조성면
C2684,득량면
C2685,회천면
C2686,웅치면
C2687,화순읍
C2688,한천면
C2689,춘양면
C2690,청풍면
C2691,이양면
C2692,능주면
C2693,도곡면
C2694,도암면
C2695,이서면
C2696,북면
C2697,동복면
C2698,남면
C2699,동면
C2700,장흥읍
C2701,관산읍
C2702,대덕읍
C2703,용산면
C2704,안양면
C2705,장동면
C2706,장평면
C2707,유치면
C2708,부산면
C2709,회진면
C2710,강진읍
C2711,군동면
C2712,칠량면
C2713,대구면
C2714,도암면
C2715,신전면
C2716,성전면
C2717,작천면
C2718,병영면
C2719,옴천면
C2720,마량면
C2721,해남읍
C2722,삼산면
C2723,화산면
C2724,현산면
C2725,송지면
C2726,북평면
C2727,북일면
C2728,옥천면
C2729,계곡면
C2730,마산면
C2731,황산면
C2732,산이면
C2733,문내면
C2734,화원면
C2735,영암읍
C2736,삼호읍
C2737,덕진면
C2738,금정면
C2739,신북면
C2740,시종면
C2741,도포면
C2742,군서면
C2743,서호면
C2744,학산면
C2745,미암면
C2746,무안읍
C2747,일로읍
C2748,삼향읍
C2749,몽탄면
C2750,청계면
C2751,현경면
C2752,망운면
C2753,해제면
C2754,운남면
C2755,함평읍
C2756,손불면
C2757,신광면
C2758,학교면
C2759,엄다면
C2760,대동면
C2761,나산면
C2762,해보면
C2763,월야면
C2764,영광읍
C2765,백수읍
C2766,홍농읍
C2767,대마면
C2768,묘량면
C2769,불갑면
C2770,군서면
C2771,군남면
C2772,염산면
C2773,법성면
C2774,낙월면
C2775,장성읍
C2776,진원면
C2777,남면
C2778,동화면
C2779,삼서면
C2780,삼계면
C2781,황룡면
C2782,서삼면
C2783,북일면
C2784,북이면
C2785,북하면
C2786,완도읍
C2787,금일읍
C2788,노화읍
C2789,군외면
C2790,신지면
C2791,고금면
C2792,약산면
C2793,청산면
C2794,소안면
C2795,금당면
C2796,보길면
C2797,생일면
C2798,진도읍
C2799,군내면
C2800,고군면
C2801,의신면
C2802,임회면
C2803,지산면
C2804,조도면
C2805,지도읍
C2806,증도면
C2807,임자면
C2808,자은면
C2809,비금면
C2810,도초면
C2811,흑산면
C2812,하의면
C2813,신의면
C2814,장산면
C2815,안좌면
C2816,팔금면
C2817,암태면
C2818,압해읍
C2819,구룡포읍
C2820,연일읍
C2821,오천읍
C2822,대송면
C2823,동해면
C2824,장기면
C2825,호미곶면
C2826,상대동
C2827,해도동
C2828,송도동
C2829,청림동
C2830,제철동
C2831,효곡동
C2832,대이동
C2833,흥해읍
C2834,신광면
C2835,청하면
C2836,송라면
C2837,기계면
C2838,죽장면
C2839,기북면
C2840,중앙동
C2841,양학동
C2842,죽도동
C2843,용흥동
C2844,우창동
C2845,두호동
C2846,장량동
C2847,환여동
C2848,감포읍
C2849,안강읍
C2850,건천읍
C2851,외동읍
C2852,양북면
C2853,양남면
C2854,내남면
C2855,산내면
C2856,서면
C2857,현곡면
C2858,강동면
C2859,천북면
C2860,중부동
C2861,황오동
C2862,성건동
C2863,황남동
C2864,선도동
C2865,월성동
C2866,용강동
C2867,황성동
C2868,동천동
C2869,불국동
C2870,보덕동
C2871,아포읍
C2872,농소면
C2873,남면
C2874,개령면
C2875,감문면
C2876,어모면
C2877,봉산면
C2878,대항면
C2879,감천면
C2880,조마면
C2881,구성면
C2882,지례면
C2883,부항면
C2884,대덕면
C2885,증산면
C2886,자산동
C2887,평화남산동
C2888,양금동
C2889,대신동
C2890,대곡동
C2891,지좌동
C2892,율곡동
C2893,풍산읍
C2894,와룡면
C2895,북후면
C2896,서후면
C2897,풍천면
C2898,일직면
C2899,남후면
C2900,남선면
C2901,임하면
C2902,길안면
C2903,임동면
C2904,예안면
C2905,도산면
C2906,녹전면
C2907,중구동
C2908,명륜동
C2909,용상동
C2910,서구동
C2911,태화동
C2912,평화동
C2913,안기동
C2914,옥동
C2915,송하동
C2916,강남동
C2917,선산읍
C2918,고아읍
C2919,무을면
C2920,옥성면
C2921,도개면
C2922,해평면
C2923,산동면
C2924,장천면
C2925,송정동
C2926,원평1동
C2927,원평2동
C2928,도량동
C2929,지산동
C2930,선주원남동
C2931,형곡1동
C2932,형곡2동
C2933,신평1동
C2934,신평2동
C2935,비산동
C2936,공단1동
C2937,공단2동
C2938,광평동
C2939,상모사곡동
C2940,임오동
C2941,인동동
C2942,진미동
C2943,양포동
C2944,풍기읍
C2945,이산면
C2946,평은면
C2947,문수면
C2948,장수면
C2949,안정면
C2950,봉현면
C2951,순흥면
C2952,단산면
C2953,부석면
C2954,상망동
C2955,하망동
C2956,영주1동
C2957,영주2동
C2958,휴천1동
C2959,휴천2동
C2960,휴천3동
C2961,가흥1동
C2962,가흥2동
C2963,금호읍
C2964,청통면
C2965,신녕면
C2966,화산면
C2967,화북면
C2968,화남면
C2969,자양면
C2970,임고면
C2971,고경면
C2972,북안면
C2973,대창면
C2974,동부동
C2975,중앙동
C2976,서부동
C2977,완산동
C2978,남부동
C2979,함창읍
C2980,중동면
C2981,사벌면
C2982,낙동면
C2983,청리면
C2984,공성면
C2985,외남면
C2986,내서면
C2987,모동면
C2988,모서면
C2989,화동면
C2990,화서면
C2991,화북면
C2992,외서면
C2993,은척면
C2994,공검면
C2995,이안면
C2996,화남면
C2997,남원동
C2998,북문동
C2999,계림동
C3000,동문동
C3001,동성동
C3002,신흥동
C3003,문경읍
C3004,가은읍
C3005,영순면
C3006,산양면
C3007,호계면
C3008,산북면
C3009,동로면
C3010,마성면
C3011,농암면
C3012,점촌1동
C3013,점촌2동
C3014,점촌3동
C3015,점촌4동
C3016,점촌5동
C3017,하양읍
C3018,진량읍
C3019,와촌면
C3020,자인면
C3021,용성면
C3022,남산면
C3023,압량면
C3024,남천면
C3025,중방동
C3026,중앙동
C3027,남부동
C3028,서부1동
C3029,서부2동
C3030,북부동
C3031,동부동
C3032,군위읍
C3033,소보면
C3034,효령면
C3035,부계면
C3036,우보면
C3037,의흥면
C3038,산성면
C3039,고로면
C3040,의성읍
C3041,단촌면
C3042,점곡면
C3043,옥산면
C3044,사곡면
C3045,춘산면
C3046,가음면
C3047,금성면
C3048,봉양면
C3049,비안면
C3050,구천면
C3051,단밀면
C3052,단북면
C3053,안계면
C3054,다인면
C3055,신평면
C3056,안평면
C3057,안사면
C3058,청송읍
C3059,부동면
C3060,부남면
C3061,현동면
C3062,현서면
C3063,안덕면
C3064,파천면
C3065,진보면
C3066,영양읍
C3067,입암면
C3068,청기면
C3069,일월면
C3070,수비면
C3071,석보면
C3072,영덕읍
C3073,강구면
C3074,남정면
C3075,달산면
C3076,지품면
C3077,축산면
C3078,영해면
C3079,병곡면
C3080,창수면
C3081,화양읍
C3082,청도읍
C3083,각남면
C3084,풍각면
C3085,각북면
C3086,이서면
C3087,운문면
C3088,금천면
C3089,매전면
C3090,대가야읍
C3091,덕곡면
C3092,운수면
C3093,성산면
C3094,다산면
C3095,개진면
C3096,우곡면
C3097,쌍림면
C3098,성주읍
C3099,선남면
C3100,용암면
C3101,수륜면
C3102,가천면
C3103,금수면
C3104,대가면
C3105,벽진면
C3106,초전면
C3107,월항면
C3108,왜관읍
C3109,북삼읍
C3110,석적읍
C3111,지천면
C3112,동명면
C3113,가산면
C3114,약목면
C3115,기산면
C3116,예천읍
C3117,용문면
C3118,효자면
C3119,은풍면
C3120,감천면
C3121,보문면
C3122,호명면
C3123,유천면
C3124,용궁면
C3125,개포면
C3126,지보면
C3127,풍양면
C3128,봉화읍
C3129,물야면
C3130,봉성면
C3131,법전면
C3132,춘양면
C3133,소천면
C3134,재산면
C3135,명호면
C3136,상운면
C3137,석포면
C3138,울진읍
C3139,평해읍
C3140,북면
C3141,근남면
C3142,기성면
C3143,온정면
C3144,죽변면
C3145,후포면
C3146,금강송면
C3147,매화면
C3148,울릉읍
C3149,서면
C3150,북면
C3151,독도
C3152,동읍
C3153,북면
C3154,대산면
C3155,의창동
C3156,팔룡동
C3157,명곡동
C3158,봉림동
C3159,용지동
C3160,반송동
C3161,중앙동
C3162,상남동
C3163,사파동
C3164,가음정동
C3165,성주동
C3166,웅남동
C3167,구산면
C3168,진동면
C3169,진북면
C3170,진전면
C3171,현동
C3172,가포동
C3173,월영동
C3174,문화동
C3175,중앙동
C3176,완월동
C3177,자산동
C3178,교방동
C3179,노산동
C3180,오동동
C3181,합포동
C3182,산호동
C3183,내서읍
C3184,회원1동
C3185,회원2동
C3186,석전동
C3187,회성동
