CODE,NAME
C3188,양덕1동
C3189,양덕2동
C3190,합성1동
C3191,합성2동
C3192,구암1동
C3193,구암2동
C3194,봉암동
C3195,중앙동
C3196,태평동
C3197,충무동
C3198,여좌동
C3199,태백동
C3200,경화동
C3201,병암동
C3202,석동
C3203,이동
C3204,자은동
C3205,덕산동
C3206,풍호동
C3207,웅천동
C3208,웅동1동
C3209,웅동2동
C3210,문산읍
C3211,내동면
C3212,정촌면
C3213,금곡면
C3214,진성면
C3215,일반성면
C3216,이반성면
C3217,사봉면
C3218,지수면
C3219,대곡면
C3220,금산면
C3221,집현면
C3222,미천면
C3223,명석면
C3224,대평면
C3225,수곡면
C3226,천전동
C3227,성북동
C3228,중앙동
C3229,상봉동
C3230,상대동
C3231,하대동
C3232,상평동
C3233,초장동
C3234,평거동
C3235,신안동
C3236,이현동
C3237,판문동
C3238,가호동
C3239,충무공동
C3240,산양읍
C3241,용남면
C3242,도산면
C3243,광도면
C3244,욕지면
C3245,한산면
C3246,사량면
C3247,도천동
C3248,명정동
C3249,중앙동
C3250,정량동
C3251,북신동
C3252,미수동
C3253,봉평동
C3254,무전동
C3255,사천읍
C3256,정동면
C3257,사남면
C3258,용현면
C3259,축동면
C3260,곤양면
C3261,곤명면
C3262,서포면
C3263,동서동
C3264,선구동
C3265,동서금동
C3266,벌룡동
C3267,향촌동
C3268,남양동
C3269,진영읍
C3270,주촌면
C3271,진례면
C3272,한림면
C3273,생림면
C3274,상동면
C3275,대동면
C3276,동상동
C3277,회현동
C3278,부원동
C3279,내외동
C3280,북부동
C3281,칠산서부동
C3282,활천동
C3283,삼안동
C3284,불암동
C3285,장유1동
C3286,장유2동
C3287,장유3동
C3288,삼랑진읍
C3289,하남읍
C3290,부북면
C3291,상동면
C3292,산외면
C3293,산내면
C3294,단장면
C3295,상남면
C3296,초동면
C3297,무안면
C3298,청도면
C3299,내일동
C3300,내이동
C3301,삼문동
C3302,가곡동
C3303,교동
C3304,일운면
C3305,동부면
C3306,남부면
C3307,거제면
C3308,둔덕면
C3309,사등면
C3310,연초면
C3311,하청면
C3312,장목면
C3313,장승포동
C3314,능포동
C3315,아주동
C3316,옥포1동
C3317,옥포2동
C3318,장평동
C3319,고현동
C3320,상문동
C3321,수양동
C3322,물금읍
C3323,동면
C3324,원동면
C3325,상북면
C3326,하북면
C3327,중앙동
C3328,양주동
C3329,삼성동
C3330,강서동
C3331,서창동
C3332,소주동
C3333,평산동
C3334,덕계동
C3335,의령읍
C3336,가례면
C3337,칠곡면
C3338,대의면
C3339,화정면
C3340,용덕면
C3341,정곡면
C3342,지정면
C3343,낙서면
C3344,부림면
C3345,봉수면
C3346,궁류면
C3347,유곡면
C3348,가야읍
C3349,칠원읍
C3350,함안면
C3351,군북면
C3352,법수면
C3353,대산면
C3354,칠서면
C3355,칠북면
C3356,산인면
C3357,여항면
C3358,창녕읍
C3359,남지읍
C3360,고암면
C3361,성산면
C3362,대합면
C3363,이방면
C3364,유어면
C3365,대지면
C3366,계성면
C3367,영산면
C3368,장마면
C3369,도천면
C3370,길곡면
C3371,부곡면
C3372,고성읍
C3373,삼산면
C3374,하일면
C3375,하이면
C3376,상리면
C3377,대가면
C3378,영현면
C3379,영오면
C3380,개천면
C3381,구만면
C3382,회화면
C3383,마암면
C3384,동해면
C3385,거류면
C3386,남해읍
C3387,이동면
C3388,상주면
C3389,삼동면
C3390,미조면
C3391,남면
C3392,서면
C3393,고현면
C3394,설천면
C3395,창선면
C3396,하동읍
C3397,화개면
C3398,악양면
C3399,적량면
C3400,횡천면
C3401,고전면
C3402,금남면
C3403,진교면
C3404,양보면
C3405,북천면
C3406,청암면
C3407,옥종면
C3408,금성면
C3409,산청읍
C3410,차황면
C3411,오부면
C3412,생초면
C3413,금서면
C3414,삼장면
C3415,시천면
C3416,단성면
C3417,신안면
C3418,생비량면
C3419,신등면
C3420,함양읍
C3421,마천면
C3422,휴천면
C3423,유림면
C3424,수동면
C3425,지곡면
C3426,안의면
C3427,서하면
C3428,서상면
C3429,백전면
C3430,병곡면
C3431,거창읍
C3432,주상면
C3433,웅양면
C3434,고제면
C3435,북상면
C3436,위천면
C3437,마리면
C3438,남상면
C3439,남하면
C3440,신원면
C3441,가조면
C3442,가북면
C3443,합천읍
C3444,봉산면
C3445,묘산면
C3446,가야면
C3447,야로면
C3448,율곡면
C3449,초계면
C3450,쌍책면
C3451,덕곡면
C3452,청덕면
C3453,적중면
C3454,대양면
C3455,쌍백면
C3456,삼가면
C3457,가회면
C3458,대병면
C3459,용주면
C3460,한림읍
C3461,애월읍
C3462,구좌읍
C3463,조천읍
C3464,한경면
C3465,추자면
C3466,우도면
C3467,일도1동
C3468,일도2동
C3469,이도1동
C3470,이도2동
C3471,삼도1동
C3472,삼도2동
C3473,용담1동
C3474,용담2동
C3475,건입동
C3476,화북동
C3477,삼양동
C3478,봉개동
C3479,아라동
C3480,오라동
C3481,연동
C3482,노형동
C3483,외도동
C3484,이호동
C3485,도두동
C3486,대정읍/마라도포함
C3487,남원읍
C3488,성산읍
C3489,안덕면
C3490,표선면
C3491,송산동
C3492,정방동
C3493,중앙동
C3494,천지동
C3495,효돈동
C3496,영천동
C3497,동홍동
C3498,서홍동
C3499,대륜동
C3500,대천동
C3501,중문동
C3502,예래동
C3503,이어도
